bird_name,url,num,date_time,author
Yellow-legged Buttonquail,https://ebird.org/species/yelbut1,# 数量:  2,1868-09-18 00:00,观察者:  The Pioneers
Himalayan Owl,https://ebird.org/species/himowl1,# 数量:  1,1868-09-18 00:00,观察者:  The Pioneers
Black Woodpecker,https://ebird.org/species/blawoo1,# 数量:  1,1868-09-18 00:00,观察者:  The Pioneers
Lesser Kestrel,https://ebird.org/species/leskes1,# 数量:  1,1868-09-18 00:00,观察者:  The Pioneers
Eurasian Nuthatch,https://ebird.org/species/eurnut2,# 数量:  X,1868-09-18 00:00,观察者:  The Pioneers
Rufous-bellied Woodpecker,https://ebird.org/species/rubwoo1,# 数量:  1,1868-09-07 00:00,观察者:  The Pioneers
Japanese Quail,https://ebird.org/species/japqua,# 数量:  X,1868-09-01 00:00,观察者:  The Pioneers
Pacific Wren,https://ebird.org/species/pacwre1,# 数量:  X,1868-08-17 00:00,观察者:  St. Paul Island Tour and Pribilof Historical Records
Rock Sandpiper,https://ebird.org/species/rocsan,# 数量:  1,1868-08-15 00:00,观察者:  St. Paul Island Tour and Pribilof Historical Records
Snowy-browed Nuthatch,https://ebird.org/species/snbnut1,# 数量:  X,1868-08-09 00:00,观察者:  The Pioneers
Common Swift,https://ebird.org/species/comswi,# 数量:  1,1868-07-27 00:00,观察者:  The Pioneers
Blunt-winged Warbler,https://ebird.org/species/blwwar1,# 数量:  1,1868-07-02 00:00,观察者:  The Pioneers
Forest Wagtail,https://ebird.org/species/forwag1,# 数量:  X,1868-07-02 00:00,观察者:  The Pioneers
Oriental Greenfinch,https://ebird.org/species/origre,# 数量:  X,1868-07-02 00:00,观察者:  The Pioneers
Eurasian Siskin,https://ebird.org/species/eursis,# 数量:  X,1868-07-02 00:00,观察者:  The Pioneers
Blossom-headed Parakeet,https://ebird.org/species/blhpar3,# 数量:  1,1868-07-01 00:00,观察者:  The Pioneers
Slaty-breasted Rail,https://ebird.org/species/slbrai1,# 数量:  1,1868-06-26 00:00,观察者:  The Pioneers
Himalayan Prinia,https://ebird.org/species/strpri2,# 数量:  1,1868-06-15 00:00,观察者:  The Pioneers
Aleutian Tern,https://ebird.org/species/aleter1,# 数量:  1,1868-06-12 00:00,观察者:  Arthur C. Bent Data
Brown-winged Parrotbill,https://ebird.org/species/bnwpar2,# 数量:  4,1868-06-05 00:00,观察者:  The Pioneers
Rusty-cheeked Scimitar-Babbler,https://ebird.org/species/rcsbab1,# 数量:  1,1868-06-03 00:00,观察者:  The Pioneers
Hill Prinia,https://ebird.org/species/hilpri2,# 数量:  1,1868-06-02 00:00,观察者:  The Pioneers
Brown-breasted Bulbul,https://ebird.org/species/brbbul1,# 数量:  1,1868-05-31 00:00,观察者:  The Pioneers
Russet Sparrow,https://ebird.org/species/russpa2,# 数量:  1,1868-05-30 00:00,观察者:  The Pioneers
Streak-breasted Scimitar-Babbler,https://ebird.org/species/sbsbab3,# 数量:  1,1868-05-29 00:00,观察者:  The Pioneers
Black-bellied Tern,https://ebird.org/species/blbter1,# 数量:  1,1868-05-18 00:00,观察者:  The Pioneers
California Gull,https://ebird.org/species/calgul,# 数量:  X,1868-05-16 00:00,观察者:  Arthur C. Bent Data
Lady Amherst's Pheasant,https://ebird.org/species/laaphe1,# 数量:  1,1868-05-15 00:00,观察者:  The Pioneers
Collared Myna,https://ebird.org/species/colmyn1,# 数量:  X,1868-05-15 00:00,观察者:  The Pioneers
Townsend's Warbler,https://ebird.org/species/towwar,# 数量:  1,1868-05-12 00:00,观察者:  Frank Chapman Data
Blue-throated Bee-eater,https://ebird.org/species/btbeat2,# 数量:  1,1868-05-05 00:00,观察者:  The Pioneers
Blyth's Leaf Warbler,https://ebird.org/species/blylew1,# 数量:  1,1868-04-27 00:00,观察者:  The Pioneers
Palm Warbler,https://ebird.org/species/palwar,# 数量:  X,1868-04-25 00:00,观察者:  Arthur C. Bent Data
Pale-billed Parrotbill,https://ebird.org/species/blbpar3,# 数量:  2,1868-04-22 00:00,观察者:  The Pioneers
Square-tailed Drongo-Cuckoo,https://ebird.org/species/asidrc3,# 数量:  1,1868-04-21 00:00,观察者:  The Pioneers
Common Cuckoo,https://ebird.org/species/comcuc,# 数量:  1,1868-04-21 00:00,观察者:  The Pioneers
Pinyon Jay,https://ebird.org/species/pinjay,# 数量:  X,1868-04-21 00:00,观察者:  Arthur C. Bent Data
Brownish-flanked Bush Warbler,https://ebird.org/species/bfbwar1,# 数量:  1,1868-04-19 00:00,观察者:  The Pioneers
Streaked Wren-Babbler,https://ebird.org/species/stwbab1,# 数量:  1,1868-04-19 00:00,观察者:  The Pioneers
Sapphire Flycatcher,https://ebird.org/species/sapfly1,# 数量:  1,1868-04-19 00:00,观察者:  The Pioneers
Hume's Warbler,https://ebird.org/species/humwar1,# 数量:  1,1868-04-15 00:00,观察者:  The Pioneers
Greenish Warbler,https://ebird.org/species/grewar3,# 数量:  1,1868-04-15 00:00,观察者:  The Pioneers
Chinese Francolin,https://ebird.org/species/chifra1,# 数量:  X,1868-04-02 00:00,观察者:  The Pioneers
Red-necked Phalarope,https://ebird.org/species/renpha,# 数量:  4,1868-03-30 00:00,观察者:  The Pioneers
Red-necked Stint,https://ebird.org/species/rensti,# 数量:  X,1868-03-30 00:00,观察者:  The Pioneers
Rufous-gorgeted Flycatcher,https://ebird.org/species/rugfly1,# 数量:  1,1868-03-28 00:00,观察者:  The Pioneers
Mrs. Gould's Sunbird,https://ebird.org/species/gousun1,# 数量:  1,1868-03-28 00:00,观察者:  The Pioneers
Short-billed Minivet,https://ebird.org/species/shbmin2,# 数量:  1,1868-03-27 00:00,观察者:  The Pioneers
White-browed Shrike-Babbler,https://ebird.org/species/whbshb1,# 数量:  1,1868-03-20 00:00,观察者:  The Pioneers
Streak-throated Barwing,https://ebird.org/species/sttbar1,# 数量:  1,1868-03-20 00:00,观察者:  The Pioneers
River Lapwing,https://ebird.org/species/rivlap1,# 数量:  1,1868-03-18 00:00,观察者:  The Pioneers
Rusty-fronted Barwing,https://ebird.org/species/rufbar1,# 数量:  1,1868-03-17 00:00,观察者:  The Pioneers
Little Bunting,https://ebird.org/species/litbun,# 数量:  1,1868-03-16 00:00,观察者:  The Pioneers
White-browed Fantail,https://ebird.org/species/whbfan2,# 数量:  1,1868-03-15 00:00,观察者:  The Pioneers
Blue-winged Minla,https://ebird.org/species/blwmin1,# 数量:  1,1868-03-15 00:00,观察者:  The Pioneers
Red-billed Leiothrix,https://ebird.org/species/reblei,# 数量:  6,1868-03-15 00:00,观察者:  The Pioneers
Chinese Rubythroat,https://ebird.org/species/chirub1,# 数量:  1,1868-03-13 00:00,观察者:  The Pioneers
Mountain Bamboo-Partridge,https://ebird.org/species/mobpar1,# 数量:  2,1868-03-12 00:00,观察者:  The Pioneers
Siberian Sand-Plover,https://ebird.org/species/lessap2,# 数量:  X,1868-03-07 00:00,观察者:  The Pioneers
Sarus Crane,https://ebird.org/species/sarcra1,# 数量:  600,1868-03-02 00:00,观察者:  The Pioneers
Lesser Adjutant,https://ebird.org/species/lesadj1,# 数量:  1,1868-02-24 00:00,观察者:  The Pioneers
Chestnut-eared Bunting,https://ebird.org/species/chebun2,# 数量:  X,1868-02-23 00:00,观察者:  The Pioneers
Eurasian Sparrowhawk,https://ebird.org/species/eurspa1,# 数量:  1,1868-02-20 00:00,观察者:  The Pioneers
Orange-breasted Green-Pigeon,https://ebird.org/species/orbpig1,# 数量:  4,1868-02-18 00:00,观察者:  The Pioneers
Green Imperial-Pigeon,https://ebird.org/species/gripig1,# 数量:  1,1868-02-18 00:00,观察者:  The Pioneers
Fork-tailed Sunbird,https://ebird.org/species/fotsun1,# 数量:  1,1868-02-18 00:00,观察者:  The Pioneers
Brown Booby,https://ebird.org/species/brnboo,# 数量:  1,1868-02-15 00:00,观察者:  The Pioneers
Common Redshank,https://ebird.org/species/comred1,# 数量:  X,1868-02-05 00:00,观察者:  The Pioneers
Broad-billed Sandpiper,https://ebird.org/species/brbsan,# 数量:  1,1868-02-05 00:00,观察者:  The Pioneers
Common Crane,https://ebird.org/species/comcra,# 数量:  1,1868-02-02 00:00,观察者:  The Pioneers
Eurasian Kestrel,https://ebird.org/species/eurkes,# 数量:  X,1868-02-02 00:00,观察者:  The Pioneers
Collared Crow,https://ebird.org/species/colcro1,# 数量:  X,1868-02-02 00:00,观察者:  The Pioneers
Richard's Pipit,https://ebird.org/species/ricpip1,# 数量:  X,1868-02-02 00:00,观察者:  The Pioneers
Rough-legged Hawk,https://ebird.org/species/rolhaw,# 数量:  1,1868-01-15 00:00,观察者:  The Pioneers
Pere David's Laughingthrush,https://ebird.org/species/pedlau1,# 数量:  1,1867-12-15 00:00,观察者:  The Pioneers
Coal Tit,https://ebird.org/species/coatit2,# 数量:  1,1867-12-09 00:00,观察者:  The Pioneers
Himalayan Quail,https://ebird.org/species/himqua1,# 数量:  8,1867-11-15 00:00,观察者:  South Asian Rarities (Proxy Account)
Large-billed Reed Warbler,https://ebird.org/species/labrew1,# 数量:  1,1867-11-13 00:00,观察者:  Allan Octavian Hume (Posthumous)
Snow Goose,https://ebird.org/species/snogoo,# 数量:  X,1867-10-31 00:00,观察者:  OFNC eBird
Lesser Frigatebird,https://ebird.org/species/lesfri,# 数量:  1,1867-07-17 00:00,观察者:  The Pioneers
Varied Thrush,https://ebird.org/species/varthr,# 数量:  1,1867-05-22 00:00,观察者:  Arthur C. Bent Data
Beijing Babbler,https://ebird.org/species/beibab1,# 数量:  1,1867-04-07 00:00,观察者:  The Pioneers
Gray-faced Buzzard,https://ebird.org/species/gyfbuz1,# 数量:  1,1867-03-31 00:00,观察者:  The Pioneers
Japanese Tit,https://ebird.org/species/gretit4,# 数量:  X,1867-03-08 00:00,观察者:  The Pioneers
Manchurian Bush Warbler,https://ebird.org/species/manbuw1,# 数量:  X,1867-03-08 00:00,观察者:  The Pioneers
Greater Painted-Snipe,https://ebird.org/species/grpsni1,# 数量:  1,1867-02-20 00:00,观察者:  The Pioneers
Pied Avocet,https://ebird.org/species/pieavo1,# 数量:  X,1867-02-06 00:00,观察者:  The Pioneers
Northern Lapwing,https://ebird.org/species/norlap,# 数量:  X,1867-02-06 00:00,观察者:  The Pioneers
White-browed Laughingthrush,https://ebird.org/species/whblau1,# 数量:  1,1867-02-06 00:00,观察者:  The Pioneers
Eurasian Bullfinch,https://ebird.org/species/eurbul,# 数量:  1,1867-01-10 00:00,观察者:  Alaska Historical Records
Pelagic Cormorant,https://ebird.org/species/pelcor,# 数量:  2,1867-01-05 00:00,观察者:  The Pioneers
Lesser Redpoll,https://ebird.org/species/lesred1,# 数量:  1,1867-01-01 00:00,观察者:  Moroccan Historical Data
White-tailed Eagle,https://ebird.org/species/whteag,# 数量:  1,1866-12-29 00:00,观察者:  Historical Scottish Naturalist Data
Japanese Cormorant,https://ebird.org/species/japcor1,# 数量:  1,1866-12-15 00:00,观察者:  The Pioneers
Meadow Bunting,https://ebird.org/species/meabun1,# 数量:  1,1866-11-29 00:00,观察者:  The Pioneers
Bar-tailed Godwit,https://ebird.org/species/batgod,# 数量:  1,1866-11-19 00:00,观察者:  The Pioneers
Swinhoe's Storm-Petrel,https://ebird.org/species/swspet,# 数量:  1,1866-11-11 00:00,观察者:  The Pioneers
Solitary Snipe,https://ebird.org/species/solsni1,# 数量:  2,1866-09-30 00:00,观察者:  The Pioneers
Yelkouan Shearwater,https://ebird.org/species/levshe1,# 数量:  1,1866-07-20 00:00,观察者:  Swiss Historical Data
Black-naped Tern,https://ebird.org/species/blnter1,# 数量:  X,1866-06-18 00:00,观察者:  The Pioneers
Daurian Jackdaw,https://ebird.org/species/daujac1,# 数量:  1,1866-05-18 00:00,观察者:  The Pioneers
Gull-billed Tern,https://ebird.org/species/gubter2,# 数量:  X,1866-05-16 00:00,观察者:  Arthur C. Bent Data
Forster's Tern,https://ebird.org/species/forter,# 数量:  X,1866-05-16 00:00,观察者:  Arthur C. Bent Data
Short-tailed Albatross,https://ebird.org/species/shtalb,# 数量:  1,1866-05-03 00:00,观察者:  The Pioneers
Uniform Crake,https://ebird.org/species/unicra1,# 数量:  1,1866-04-15 00:00,观察者:  Historical Records
Sooty Tern,https://ebird.org/species/sooter1,# 数量:  X,1866-03-21 00:00,观察者:  The Pioneers
Melodious Warbler,https://ebird.org/species/melwar1,# 数量:  1,1865-07-03 00:00,观察者:  Czech Historical Data
Arctic Tern,https://ebird.org/species/arcter,# 数量:  X,1865-06-23 00:00,观察者:  Arthur C. Bent Data
Rusty-tailed Flycatcher,https://ebird.org/species/rutfly6,# 数量:  X,1865-06-15 10:00,观察者:  India Bird Digitization (Group Account)
Ross's Goose,https://ebird.org/species/rosgoo,# 数量:  1,1865-05-25 00:00,观察者:  Arthur C. Bent Data
Grace's Warbler,https://ebird.org/species/grawar,# 数量:  X,1865-04-24 00:00,观察者:  Frank Chapman Data
Cackling Goose,https://ebird.org/species/cacgoo1,# 数量:  X,1864-07-04 00:00,观察者:  Arthur C. Bent Data
Baird's Sandpiper,https://ebird.org/species/baisan,# 数量:  X,1864-06-24 00:00,观察者:  Arthur C. Bent Data
Willow Tit,https://ebird.org/species/wiltit1,# 数量:  1,1864-06-15 00:00,观察者:  The Pioneers
Gray-headed Chickadee,https://ebird.org/species/gyhchi,# 数量:  1,1864-06-01 00:00,观察者:  Arthur C. Bent Data
Merlin,https://ebird.org/species/merlin,# 数量:  2,1864-05-25 00:00,观察者:  Arthur C. Bent Data
Great Spotted Woodpecker,https://ebird.org/species/grswoo,# 数量:  1,1863-10-01 00:00,观察者:  Historical Scottish Naturalist Data
Stilt Sandpiper,https://ebird.org/species/stisan,# 数量:  1,1863-06-22 00:00,观察者:  Arthur C. Bent Data
American Three-toed Woodpecker,https://ebird.org/species/attwoo1,# 数量:  1,1863-05-30 00:00,观察者:  Arthur C. Bent Data
Yellow Rail,https://ebird.org/species/yelrai,# 数量:  X,1863-05-17 00:00,观察者:  Wells W. Cooke (1914) Data
Golden Eagle,https://ebird.org/species/goleag,# 数量:  1,1863-05-12 00:00,观察者:  New York State Museum Historical Records File
Pallas's Sandgrouse,https://ebird.org/species/palsan1,# 数量:  3,1863-05-10 00:00,观察者:  Historical Malopolska Data
Prothonotary Warbler,https://ebird.org/species/prowar,# 数量:  1,1862-10-30 00:00,观察者:  Frank Chapman Data
White-rumped Sandpiper,https://ebird.org/species/whrsan,# 数量:  1,1862-06-21 00:00,观察者:  Arthur C. Bent Data
Yellow-headed Blackbird,https://ebird.org/species/yehbla,# 数量:  1,1862-06-01 00:00,观察者:  Northwest Territories-Nunavut Checklist
Besra,https://ebird.org/species/besra1,# 数量:  1,1862-03-20 00:00,观察者:  Robert Swinhoe
Snowy Owl,https://ebird.org/species/snoowl1,# 数量:  1,1862-01-06 00:00,观察者:  Czech Historical Data
Gray-throated Martin,https://ebird.org/species/gytmar1,# 数量:  1,1861-10-10 00:00,观察者:  Robert Swinhoe
Blue-winged Teal,https://ebird.org/species/buwtea,# 数量:  X,1861-09-11 00:00,观察者:  Algoma District Bird Records
Taiwan Scimitar-Babbler,https://ebird.org/species/taiscb1,# 数量:  1,1861-08-08 00:00,观察者:  Robert Swinhoe
Taiwan Hwamei,https://ebird.org/species/taihwa1,# 数量:  1,1861-08-08 00:00,观察者:  Robert Swinhoe
Streaked Reed Warbler,https://ebird.org/species/strwar1,# 数量:  1,1861-05-20 00:00,观察者:  The Pioneers
Virginia Rail,https://ebird.org/species/virrai,# 数量:  X,1861-05-13 00:00,观察者:  Wells W. Cooke (1914) Data
Elf Owl,https://ebird.org/species/elfowl,# 数量:  1,1861-04-26 00:00,观察者:  Arthur C. Bent Data
Japanese Leaf Warbler,https://ebird.org/species/arcwar3,# 数量:  1,1861-04-23 00:00,观察者:  The Pioneers
Taiwan Whistling-Thrush,https://ebird.org/species/fowthr1,# 数量:  1,1861-03-27 00:00,观察者:  Robert Swinhoe
Lucy's Warbler,https://ebird.org/species/lucwar,# 数量:  X,1861-03-25 00:00,观察者:  Frank Chapman Data
Jamaican Pauraque,https://ebird.org/species/jampau,# 数量:  1,1860-11-19 00:00,观察者:  Historical Records
Lapland Longspur,https://ebird.org/species/laplon,# 数量:  1,1860-11-12 00:00,观察者:  The Pioneers
American Golden-Plover,https://ebird.org/species/amgplo,# 数量:  1,1860-09-24 00:00,观察者:  Algoma District Bird Records
Rusty Blackbird,https://ebird.org/species/rusbla,# 数量:  X,1860-09-24 00:00,观察者:  Algoma District Bird Records
Pied-billed Grebe,https://ebird.org/species/pibgre,# 数量:  X,1860-09-22 00:00,观察者:  Algoma District Bird Records
Wilson's Snipe,https://ebird.org/species/wilsni1,# 数量:  X,1860-09-22 00:00,观察者:  Algoma District Bird Records
Common Goldeneye,https://ebird.org/species/comgol,# 数量:  X,1860-09-12 00:00,观察者:  Algoma District Bird Records
Red-breasted Merganser,https://ebird.org/species/rebmer,# 数量:  X,1860-09-12 00:00,观察者:  Algoma District Bird Records
Flammulated Owl,https://ebird.org/species/flaowl,# 数量:  1,1860-08-23 00:00,观察者:  Arthur C. Bent Data
Cliff Swallow,https://ebird.org/species/cliswa,# 数量:  X,1860-08-16 00:00,观察者:  Algoma District Bird Records
Far Eastern Curlew,https://ebird.org/species/faecur,# 数量:  1,1860-08-15 00:00,观察者:  The Pioneers
Broad-winged Hawk,https://ebird.org/species/brwhaw,# 数量:  1,1860-08-15 00:00,观察者:  Algoma District Bird Records
Semipalmated Sandpiper,https://ebird.org/species/semsan,# 数量:  3,1860-08-11 00:00,观察者:  Algoma District Bird Records
Bufflehead,https://ebird.org/species/buffle,# 数量:  X,1860-08-10 00:00,观察者:  Algoma District Bird Records
Eurasian Eagle-Owl,https://ebird.org/species/eueowl1,# 数量:  2,1860-07-08 00:00,观察者:  The Pioneers
Amur Falcon,https://ebird.org/species/amufal1,# 数量:  X,1860-07-08 00:00,观察者:  The Pioneers
Hill Pigeon,https://ebird.org/species/hilpig1,# 数量:  1,1860-07-02 00:00,观察者:  The Pioneers
Blue Grosbeak,https://ebird.org/species/blugrb1,# 数量:  2,1860-06-15 00:00,观察者:  Historical Jefferson County Data
White-faced Plover,https://ebird.org/species/whfplo2,# 数量:  X,1860-06-12 00:00,观察者:  The Pioneers
Brown Noddy,https://ebird.org/species/brnnod,# 数量:  1,1860-06-12 00:00,观察者:  The Pioneers
Great Crested Tern,https://ebird.org/species/grcter1,# 数量:  X,1860-06-12 00:00,观察者:  The Pioneers
Crested Myna,https://ebird.org/species/cremyn,# 数量:  X,1860-06-12 00:00,观察者:  The Pioneers
Yellow-bellied Flycatcher,https://ebird.org/species/yebfly,# 数量:  X,1860-06-07 00:00,观察者:  Wisconsin Birdlife Robbins Records
Blue-and-white Flycatcher,https://ebird.org/species/bawfly2,# 数量:  X,1860-04-07 00:00,观察者:  The Pioneers
White-eyed Gull,https://ebird.org/species/whegul2,# 数量:  1,1860-04-01 00:00,观察者:  Greek Historical Data
Siberian Thrush,https://ebird.org/species/sibthr1,# 数量:  1,1860-03-15 00:00,观察者:  South Asian Rarities (Proxy Account)
White-cheeked Starling,https://ebird.org/species/whcsta1,# 数量:  X,1860-02-28 00:00,观察者:  The Pioneers
Pale Thrush,https://ebird.org/species/palthr1,# 数量:  X,1860-02-28 00:00,观察者:  The Pioneers
Boreal Owl,https://ebird.org/species/borowl,# 数量:  1,1860-01-15 00:00,观察者:  Hartford Audubon Society Archives
Black-backed Woodpecker,https://ebird.org/species/bkbwoo,# 数量:  1,1860-01-15 00:00,观察者:  Hartford Audubon Society Archives
Black Francolin,https://ebird.org/species/blkfra,# 数量:  X,1860-01-01 00:00,观察者:  Greek Historical Data
White-naped Tit,https://ebird.org/species/whwtit2,# 数量:  1,1860-01-01 00:00,观察者:  Published Records
Pomarine Jaeger,https://ebird.org/species/pomjae,# 数量:  1,1859-10-01 00:00,观察者:  Delaware Valley Ornithological Club Historical Records
Gray-streaked Flycatcher,https://ebird.org/species/gysfly1,# 数量:  1,1859-05-19 00:00,观察者:  The Pioneers
American White Pelican,https://ebird.org/species/amwpel,# 数量:  35,1858-07-20 00:00,观察者:  Nature SK Publications Data
Whooping Crane,https://ebird.org/species/whocra,# 数量:  X,1858-07-14 00:00,观察者:  Nature SK Publications Data
Saunders's Gull,https://ebird.org/species/saugul2,# 数量:  1,1858-02-23 00:00,观察者:  The Pioneers
Bananaquit,https://ebird.org/species/banana,# 数量:  1,1858-01-31 00:00,观察者:  Arthur C. Bent Data
Gray Nightjar,https://ebird.org/species/grynig1,# 数量:  1,1857-11-25 00:00,观察者:  The Pioneers
Leach's Storm-Petrel,https://ebird.org/species/lcspet,# 数量:  1,1857-10-27 00:00,观察者:  Hartford Audubon Society Archives
Savanna Nightjar,https://ebird.org/species/savnig1,# 数量:  1,1857-10-18 00:00,观察者:  The Pioneers
Eastern Meadowlark,https://ebird.org/species/easmea,# 数量:  1,1857-10-06 00:00,观察者:  New Jersey Historical Records
Swinhoe's Snipe,https://ebird.org/species/swisni1,# 数量:  1,1857-04-13 00:00,观察者:  The Pioneers
Chinese Egret,https://ebird.org/species/chiegr,# 数量:  1,1856-05-29 00:00,观察者:  The Pioneers
Allen's Hummingbird,https://ebird.org/species/allhum,# 数量:  1,1856-04-26 00:00,观察者:  Arthur C. Bent Data
Red-necked Grebe,https://ebird.org/species/rengre,# 数量:  1,1856-02-01 00:00,观察者:  Historical Scottish Naturalist Data
Corn Crake,https://ebird.org/species/corcra,# 数量:  1,1856-01-15 00:00,观察者:  NJBRC Accepted Records
Williamson's Sapsucker,https://ebird.org/species/wilsap,# 数量:  1,1855-08-23 00:00,观察者:  Arthur C. Bent Data
Marbled Godwit,https://ebird.org/species/margod,# 数量:  2,1855-05-25 00:00,观察者:  The Birds of Wisconsin Data
Eastern Buzzard,https://ebird.org/species/combuz6,# 数量:  X,1855-03-16 00:00,观察者:  The Pioneers
Oriental Magpie,https://ebird.org/species/orimag1,# 数量:  X,1855-03-16 00:00,观察者:  The Pioneers
Masked Laughingthrush,https://ebird.org/species/maslau1,# 数量:  X,1855-03-16 00:00,观察者:  The Pioneers
Japanese Thrush,https://ebird.org/species/japthr1,# 数量:  1,1855-03-16 00:00,观察者:  The Pioneers
Brown-headed Thrush,https://ebird.org/species/brhthr1,# 数量:  1,1855-03-16 00:00,观察者:  The Pioneers
Crested Bunting,https://ebird.org/species/crebun1,# 数量:  1,1855-03-16 00:00,观察者:  The Pioneers
Graylag Goose,https://ebird.org/species/gragoo,# 数量:  1,1855-03-12 00:00,观察者:  Louis Antoine François Baillon
Light-vented Bulbul,https://ebird.org/species/livbul1,# 数量:  X,1855-02-15 00:00,观察者:  The Pioneers
Pallas's Leaf Warbler,https://ebird.org/species/palwar5,# 数量:  X,1855-02-15 00:00,观察者:  The Pioneers
Red-flanked Bluetail,https://ebird.org/species/refblu,# 数量:  X,1855-02-15 00:00,观察者:  The Pioneers
Daurian Redstart,https://ebird.org/species/daured1,# 数量:  X,1855-02-15 00:00,观察者:  The Pioneers
Anhinga,https://ebird.org/species/anhing,# 数量:  1,1854-09-01 00:00,观察者:  New Mexico Historical Records
Great Shearwater,https://ebird.org/species/greshe,# 数量:  1,1854-08-23 00:00,观察者:  Louis Antoine François Baillon
Black-throated Thrush,https://ebird.org/species/datthr1,# 数量:  1,1854-07-01 00:00,观察者:  Czech Historical Data
Arctic Loon,https://ebird.org/species/arcloo,# 数量:  1,1853-11-28 00:00,观察者:  Czech Historical Data
Red Knot,https://ebird.org/species/redkno,# 数量:  1,1853-09-18 00:00,观察者:  Czech Historical Data
Norfolk Island Parakeet,https://ebird.org/species/noipar1,# 数量:  2,1853-09-07 00:00,"观察者:  Saint Helena, Ascension and Tristan da Cunha Historical Data"
Golden Whistler,https://ebird.org/species/golwhi1,# 数量:  1,1853-09-07 00:00,"观察者:  Saint Helena, Ascension and Tristan da Cunha Historical Data"
Silvereye,https://ebird.org/species/silver3,# 数量:  1,1853-09-07 00:00,"观察者:  Saint Helena, Ascension and Tristan da Cunha Historical Data"
Robust White-eye,https://ebird.org/species/robwhe1,# 数量:  1,1853-09-07 00:00,"观察者:  Saint Helena, Ascension and Tristan da Cunha Historical Data"
Morepork,https://ebird.org/species/morepo2,# 数量:  2,1853-09-06 00:00,"观察者:  Saint Helena, Ascension and Tristan da Cunha Historical Data"
Swainson's Hawk,https://ebird.org/species/swahaw,# 数量:  1,1853-09-01 00:00,观察者:  Comité d'homologation des oiseaux rares du Québec
Jack Snipe,https://ebird.org/species/jacsni,# 数量:  1,1853-06-17 00:00,观察者:  Arthur C. Bent Data
Velvet Scoter,https://ebird.org/species/whwsco3,# 数量:  1,1853-01-05 00:00,观察者:  Louis Antoine François Baillon
Eurasian Curlew,https://ebird.org/species/eurcur,# 数量:  1,1853-01-01 00:00,观察者:  Bull's Birds of NYS © 1998
Black-and-white Warbler,https://ebird.org/species/bawwar,# 数量:  3,1852-05-05 00:00,观察者:  Philo Romayne Hoy
Nashville Warbler,https://ebird.org/species/naswar,# 数量:  2,1852-05-05 00:00,观察者:  Philo Romayne Hoy
Blackburnian Warbler,https://ebird.org/species/bkbwar,# 数量:  6,1852-05-05 00:00,观察者:  Philo Romayne Hoy
Pine Warbler,https://ebird.org/species/pinwar,# 数量:  1,1852-05-05 00:00,观察者:  Philo Romayne Hoy
Black Rail,https://ebird.org/species/blkrai,# 数量:  1,1851-11-08 00:00,观察者:  Bermuda Historical Records
American Pipit,https://ebird.org/species/amepip,# 数量:  1,1851-11-06 00:00,观察者:  Arthur C. Bent Data
Balearic Shearwater,https://ebird.org/species/balshe1,# 数量:  1,1851-09-14 00:00,观察者:  Louis Antoine François Baillon
Kentucky Warbler,https://ebird.org/species/kenwar,# 数量:  1,1851-05-10 00:00,观察者:  Frank Chapman Data
Eastern Kingbird,https://ebird.org/species/easkin,# 数量:  1,1851-04-02 00:00,观察者:  Registro de Aves Raras en Cuba
Black Redstart,https://ebird.org/species/blared1,# 数量:  1,1851-04-02 00:00,观察者:  Louis Antoine François Baillon
Lesser White-fronted Goose,https://ebird.org/species/lwfgoo,# 数量:  1,1851-02-01 00:00,观察者:  Swiss Historical Data
Hudsonian Godwit,https://ebird.org/species/hudgod,# 数量:  1,1850-11-01 00:00,观察者:  The Birds of Wisconsin Data
Whimbrel,https://ebird.org/species/whimbr,# 数量:  1,1850-09-08 00:00,观察者:  Louis Antoine François Baillon
Cirl Bunting,https://ebird.org/species/cirbun1,# 数量:  1,1850-07-01 00:00,观察者:  Czech Historical Data
Yellow-billed Chough,https://ebird.org/species/yebcho1,# 数量:  X,1850-06-15 00:00,观察者:  Historical Malopolska Data
Yellow-billed Magpie,https://ebird.org/species/yebmag,# 数量:  1,1850-06-01 00:00,观察者:  Sequoia Audubon  Data
Bohemian Waxwing,https://ebird.org/species/bohwax,# 数量:  1,1850-01-08 00:00,观察者:  Louis Antoine François Baillon
Bahama Mockingbird,https://ebird.org/species/bahmoc,# 数量:  1,1850-01-02 00:00,观察者:  Registro de Aves Raras en Cuba
Cuban Macaw,https://ebird.org/species/cubmac1,# 数量:  1,1850-01-01 00:00,观察者:  Historical Records
Eurasian Wigeon,https://ebird.org/species/eurwig,# 数量:  X,1849-11-07 08:00,观察者:  Sikkim Historical
Gray-crowned Rosy-Finch,https://ebird.org/species/gcrfin,# 数量:  1,1849-06-29 00:00,观察者:  St. Paul Island Tour and Pribilof Historical Records
Satyr Tragopan,https://ebird.org/species/sattra1,# 数量:  X,1849-05-26 08:00,观察者:  Sikkim Historical
Snow Pigeon,https://ebird.org/species/snopig1,# 数量:  X,1849-05-26 08:00,观察者:  Sikkim Historical
Tennessee Warbler,https://ebird.org/species/tenwar,# 数量:  X,1849-05-14 00:00,观察者:  Philo Romayne Hoy
